latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
27.95755,96.95478,334.77,0.44,0.38,2026-09-05,637,N,VIIRS,n,2.0NRT,285.13,5.26,D
27.95821,96.95849,328.12,0.44,0.38,2026-09-05,637,N,VIIRS,n,2.0NRT,284.71,5.26,D
8.01719,81.42326,343.16,0.42,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.06,5.04,D
8.02176,81.43032,335.27,0.42,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.12,2.79,D
8.02232,81.4341,335.75,0.42,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.67,2.79,D
8.02516,81.16928,344.87,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,306.14,7.9,D
8.02535,80.63208,335.73,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.09,4.24,D
8.02858,81.16877,348.57,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.24,7.9,D
8.02988,81.41364,338.73,0.42,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.45,3.89,D
8.0395,80.61161,348.35,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.2,8.79,D
8.05222,80.25206,340.8,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,303.25,5.49,D
8.05383,80.10401,344.98,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,302.11,7.27,D
8.05503,80.24802,338.37,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,303.99,3.89,D
8.05838,80.6455,332.93,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,297.02,2,D
8.05978,79.87353,343.64,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,300.6,4.55,D
8.08628,81.38984,337.45,0.42,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.1,3.25,D
8.08633,81.36668,336.74,0.42,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.72,5.79,D
8.08893,81.36685,339.77,0.42,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,298.07,5.64,D
8.09138,79.92904,344.56,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,301.53,14.3,D
8.10234,81.10136,332.41,0.41,0.37,2026-09-05,813,N,VIIRS,l,2.0NRT,303.58,2.29,D
8.11574,80.15222,338.84,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,301.11,4.77,D
8.12158,80.80904,340,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.96,7.76,D
8.12212,80.81266,356.8,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,306.15,7.76,D
8.12266,80.8163,338.16,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.51,6.85,D
8.12496,80.80852,340.1,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.17,5.69,D
8.1255,80.81214,352.75,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.29,5.69,D
8.12604,80.81579,337.75,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,300.59,4.16,D
8.12778,80.54986,333.36,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,298.87,2.47,D
8.16122,80.68085,340.74,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.9,5.52,D
8.16176,80.68446,337.97,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.25,6.66,D
8.17138,81.07531,337.03,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.89,2.53,D
8.17441,80.63096,333.18,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.61,2.95,D
8.17748,80.58276,348.04,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,300.32,9.25,D
8.20892,80.69186,336.14,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.3,2.02,D
8.21024,80.58482,345.91,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.97,8.22,D
8.22299,80.97707,331.74,0.41,0.37,2026-09-05,813,N,VIIRS,l,2.0NRT,301.75,2.02,D
8.2587,80.32465,348.78,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,304.4,5.93,D
8.35222,80.17999,330.97,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,300.46,1.91,D
8.35447,80.55137,339.14,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.68,3.72,D
8.36094,80.59453,333.82,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.3,1.93,D
8.3665,80.20679,336.98,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,303.26,6.99,D
8.36862,80.22093,342.21,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,302.87,3.3,D
8.37896,80.17594,350.32,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,306.7,22.11,D
8.3856,81.01615,337.54,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.06,6.27,D
8.38724,81.02727,340.75,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.11,6.44,D
8.39266,80.28991,336.13,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,302.91,7.05,D
8.39913,81.03686,337.34,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.82,6.81,D
8.39956,81.06335,337.71,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,305.24,4.22,D
8.40004,80.43096,341.79,0.39,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.88,3.92,D
8.4001,80.62553,333.85,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.28,3.19,D
8.4034,80.43046,335.43,0.39,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.29,3.92,D
8.42385,80.38354,336.19,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,298.5,2.61,D
8.42556,80.46367,334.67,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.03,7.39,D
8.42615,80.84453,338.86,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,298.15,7.49,D
8.42892,80.46317,345.61,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.11,7.39,D
8.42995,80.56219,336.8,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.89,2.51,D
8.43594,80.67204,349.64,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,306.12,11.39,D
8.44271,81.0949,337.25,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.34,3.43,D
8.44327,81.09863,348.69,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.78,7.92,D
8.44974,80.17898,334.5,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,303.2,4.47,D
8.4546,80.6581,340.29,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.7,5.8,D
8.46284,80.50578,333.56,0.4,0.37,2026-09-05,813,N,VIIRS,l,2.0NRT,303.84,3,D
8.46325,80.80936,343.07,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.59,10.92,D
8.46393,80.79059,335.48,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303,6.6,D
8.46437,81.0993,345.65,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.22,7.32,D
8.47132,80.49349,330.69,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.93,1.59,D
8.47204,80.65918,335.56,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,300.54,3.54,D
8.47329,80.8303,340.45,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.19,6.05,D
8.47468,80.49299,331.38,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,297.98,1.59,D
8.47522,80.49657,336.32,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,298.53,2.37,D
8.47708,80.76251,336,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.42,4.67,D
8.47913,80.79951,338.11,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.95,3.7,D
8.48008,80.82928,333.44,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.33,3.04,D
8.48063,80.83294,337.24,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.32,3.04,D
8.48482,80.79119,339.67,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.73,4.38,D
8.48918,80.82043,342.09,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.21,6.89,D
8.49118,80.76411,334.93,0.4,0.37,2026-09-05,813,N,VIIRS,l,2.0NRT,305.63,5.13,D
8.49469,80.74122,343.3,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.19,8.76,D
8.49523,80.74486,353.16,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.75,12.18,D
8.49961,80.21492,333.2,0.39,0.36,2026-09-05,813,N,VIIRS,l,2.0NRT,303.29,3.06,D
8.50354,80.66186,336.63,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.62,4.53,D
8.50431,80.62106,337.01,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.53,2.91,D
8.50867,80.7652,341.02,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.22,3.84,D
8.51206,80.76469,338.72,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.96,3,D
8.51689,80.82001,336.92,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,305.62,5.01,D
8.52262,80.27681,343.17,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,303.9,4.82,D
8.52282,80.41543,345.24,0.39,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.8,15.94,D
8.53777,80.77148,334.33,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.82,3.59,D
8.53882,80.85044,338.61,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.78,4.79,D
8.54884,80.63599,332.68,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.05,2.2,D
8.54917,80.75482,349.24,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,306.18,10.97,D
8.55502,80.72415,342.86,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.07,5.26,D
8.55556,80.72779,340.95,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.43,4.63,D
8.56221,80.65617,333.48,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,300.93,6.85,D
8.56501,80.8385,334.37,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.22,4.76,D
8.566,80.589,332.44,0.4,0.37,2026-09-05,813,N,VIIRS,l,2.0NRT,303.65,5.11,D
8.56992,80.77787,339.49,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,305.56,7.86,D
8.58073,80.36644,349.09,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,303.15,3.71,D
8.58355,80.36236,345.95,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,304.31,3.71,D
8.58409,80.36593,337.15,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,302.31,3.71,D
8.59053,80.52262,336.86,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,298.77,3.17,D
8.59385,80.63658,331.01,0.4,0.37,2026-09-05,813,N,VIIRS,l,2.0NRT,303.04,3.56,D
8.6058,80.83237,342.45,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.81,7.64,D
8.60616,80.9755,330.57,0.41,0.37,2026-09-05,813,N,VIIRS,l,2.0NRT,301.46,3.01,D
8.60958,80.975,336.34,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.49,5.7,D
8.61067,80.48598,338.4,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.77,3.91,D
8.6112,80.48957,343.23,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.13,14.4,D
8.62532,81.01054,338,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.51,5.17,D
8.62896,80.51635,337.33,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.47,4.29,D
8.6293,81.01375,341.11,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.13,4.46,D
8.6294,80.99097,343.53,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.39,6.7,D
8.6295,80.51996,338.94,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.06,4.29,D
8.62985,81.01746,337.55,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.48,4.34,D
8.63106,81.0021,331.86,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.94,2.32,D
8.63271,81.01324,339.57,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.05,4.46,D
8.63327,81.01696,336.19,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.36,4.34,D
8.63503,81.0053,342.41,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.69,4.32,D
8.64641,80.33406,337.54,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,304.27,3.67,D
8.65036,80.87457,337.34,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.33,4.64,D
8.65211,80.86302,338.41,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.27,7.2,D
8.65376,80.87405,337.87,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.59,4.64,D
8.65415,81.06326,332.61,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.93,2.47,D
8.6632,80.51487,341.21,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.31,17,D
8.66455,80.47787,336.72,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.74,4.69,D
8.67016,80.84117,344.29,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.42,8.18,D
8.67071,80.84486,344.37,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,309.23,22.92,D
8.67411,80.84435,337.37,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.73,22.92,D
8.67725,80.70167,330.89,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,298.98,3.66,D
8.68765,80.35707,352.26,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,306.49,14.63,D
8.69047,80.353,335.52,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,303.33,14.63,D
8.69101,80.35657,347.26,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,302.46,14.63,D
8.69288,81.01921,343.85,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.52,6.12,D
8.69343,81.02293,353.24,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.62,8.56,D
8.69478,80.7962,344.17,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.47,6.67,D
8.6963,81.01871,348.54,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.43,14.61,D
8.69685,81.02242,341.25,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,305.6,34.68,D
8.69899,80.28534,330.9,0.39,0.36,2026-09-05,813,N,VIIRS,l,2.0NRT,301.1,2.41,D
8.70245,81.13233,335.37,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.9,3.03,D
8.70351,80.85501,342.1,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.44,6.71,D
8.70406,80.85869,337.27,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.59,6.71,D
8.72964,80.96056,332.41,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,298.84,3.93,D
8.74935,80.53083,352.09,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.01,7.94,D
8.75043,80.53805,338.35,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.87,4.26,D
8.75096,80.54166,334.99,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.44,4.52,D
8.75219,80.52672,336.61,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,294.41,1.71,D
8.75273,80.53033,335.04,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,300.96,1.71,D
8.76241,78.10452,333.26,0.39,0.36,2026-09-05,813,N,VIIRS,l,2.0NRT,302.74,2.68,D
8.76995,80.10387,337.67,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,303.09,4.48,D
8.79525,80.56088,338.1,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.86,4.55,D
8.7973,80.39112,336.46,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.83,5.15,D
8.79784,80.39472,338.65,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.53,6.19,D
8.80806,80.99785,340.45,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.68,9.27,D
8.8086,81.00157,367,0.41,0.37,2026-09-05,813,N,VIIRS,h,2.0NRT,306.04,9.27,D
8.81116,80.85354,343.29,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.96,4.45,D
8.81148,80.57696,336.95,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.34,6.13,D
8.81203,81.00107,350.11,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.67,9.27,D
8.8223,80.99955,343.31,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.17,5.32,D
8.83201,80.99429,334.29,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,300.99,3.73,D
8.83324,80.86153,333.62,0.41,0.37,2026-09-05,813,N,VIIRS,l,2.0NRT,303.95,3.26,D
8.83489,80.47026,342.51,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,296.82,5.31,D
8.83842,80.44763,336.37,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.57,4.07,D
8.85021,80.74253,342.85,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,296.95,7.86,D
8.85206,80.33175,342.91,0.39,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.04,13.35,D
8.85361,80.74201,341.82,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.32,14.2,D
8.8651,80.74441,338.98,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.68,2.97,D
8.88087,80.66352,330.16,0.4,0.37,2026-09-05,813,N,VIIRS,l,2.0NRT,302.42,6.01,D
8.88978,80.86481,335.51,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.13,4.77,D
8.91298,80.88026,351.7,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.44,19.97,D
8.91352,80.88396,338.46,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,300.59,10.26,D
8.91912,80.68765,344.67,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.96,9.06,D
8.91925,80.87554,348.17,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,295.98,4.03,D
8.92369,80.78816,330.56,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.7,1.96,D
8.92709,80.78766,336.19,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,300.72,4.77,D
8.94015,80.78194,338.48,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.37,6.32,D
8.943,80.77776,341.99,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.13,5.79,D
8.94302,80.8947,339.6,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.37,5.07,D
8.94314,80.37978,346.45,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.05,5.81,D
8.94355,80.78143,354.27,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.16,6.32,D
8.95551,80.76838,340.4,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.36,4.13,D
8.95918,80.58051,345.88,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,304.91,20.83,D
8.96129,80.87682,335.18,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,303.6,4.8,D
8.96636,80.88741,340.97,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.33,4.81,D
8.99586,80.6644,339.29,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,297.92,10.73,D
9.00062,80.81387,350.01,0.41,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.17,5.24,D
9.04103,80.44921,332.04,0.4,0.37,2026-09-05,813,N,VIIRS,l,2.0NRT,305.66,5.52,D
9.07612,80.40704,336.87,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.41,2.15,D
9.07853,80.46942,342.27,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.85,3.71,D
9.21617,80.32276,331.28,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,300.66,2.46,D
9.22275,80.66697,336.31,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.88,3.32,D
9.30931,78.79927,340.57,0.38,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,302.17,4.62,D
9.33446,77.69536,346.22,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,307.87,7.2,D
9.38173,80.51563,339.27,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.01,3.37,D
9.39164,80.4658,337.53,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.81,3.04,D
9.39375,78.88885,340.06,0.38,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,303.67,4.57,D
9.4007,80.457,345.83,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.17,3.23,D
9.41381,80.42905,340.91,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.15,1.79,D
9.41477,80.45859,333.53,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.82,1.4,D
9.41815,80.45808,334.11,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,302.01,1.08,D
9.41869,80.46172,333.34,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,301.23,1.47,D
9.62122,77.4757,330.24,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,297.29,5.38,D
9.62942,80.3325,332.14,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.9,2,D
9.76186,79.01588,333.28,0.38,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,301.89,1.74,D
9.76191,80.18646,341.75,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,297.91,4.1,D
9.77927,80.18752,340.77,0.4,0.37,2026-09-05,813,N,VIIRS,n,2.0NRT,299.6,3.52,D
10.54381,79.22341,346.01,0.39,0.36,2026-09-05,813,N,VIIRS,n,2.0NRT,303.01,5.35,D
10.71104,79.432,341.49,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,306.21,6.82,D
10.79202,79.03259,340.12,0.38,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,304.36,10.43,D
10.82872,79.18511,346.57,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,300.54,2.98,D
10.83204,79.18459,332.25,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,301.85,2.98,D
10.85818,78.95408,341.88,0.38,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,304.07,4.71,D
10.87647,79.25341,338.54,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,304.22,2.99,D
10.92989,77.06577,339.03,0.4,0.37,2026-09-05,816,N,VIIRS,l,2.0NRT,308.06,3.75,D
10.98545,78.22152,341.16,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,307.93,4.83,D
11.00525,77.1251,345.45,0.4,0.37,2026-09-05,816,N,VIIRS,l,2.0NRT,309.27,7.94,D
11.48627,78.88146,338.67,0.38,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,304.46,4.68,D
11.57037,79.64236,335.47,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,290.73,1.41,D
11.81176,79.62698,335.58,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,301.35,3.95,D
11.85545,78.73141,330.2,0.38,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,299.24,2.96,D
11.89135,78.72217,333.36,0.38,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,303.29,1.26,D
11.96047,78.80122,331.4,0.38,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,301.09,4.31,D
11.96101,78.80475,336.43,0.38,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,303.7,7.02,D
12.09322,79.02973,338.07,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,300.9,3.38,D
12.80918,79.95596,332.32,0.41,0.37,2026-09-05,816,N,VIIRS,l,2.0NRT,304.04,4.06,D
12.83815,79.94009,334.31,0.41,0.37,2026-09-05,816,N,VIIRS,l,2.0NRT,305.24,5.26,D
12.85665,79.94463,332.34,0.41,0.37,2026-09-05,816,N,VIIRS,l,2.0NRT,302.97,4.58,D
12.86005,79.94411,330.17,0.41,0.37,2026-09-05,816,N,VIIRS,l,2.0NRT,302.1,2.67,D
12.87172,80.07278,330.58,0.41,0.37,2026-09-05,816,N,VIIRS,n,2.0NRT,298.93,1.57,D
12.93002,76.32658,335.18,0.41,0.37,2026-09-05,816,N,VIIRS,n,2.0NRT,305.77,4.73,D
13.14227,79.26152,336.42,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,301.2,1.48,D
13.29584,80.0663,331.23,0.41,0.37,2026-09-05,816,N,VIIRS,l,2.0NRT,302.64,4.15,D
13.29621,80.06625,330.97,0.41,0.37,2026-09-05,816,N,VIIRS,l,2.0NRT,302.74,2.46,D
13.66856,78.35713,333.98,0.38,0.36,2026-09-05,816,N,VIIRS,l,2.0NRT,306.22,3.12,D
13.88681,77.37984,347.76,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,311.54,8.42,D
13.98457,78.95074,345.01,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,307.45,7.01,D
13.9938,78.45014,339.2,0.39,0.36,2026-09-05,816,N,VIIRS,l,2.0NRT,310.21,5.97,D
14.07302,79.44398,339.09,0.4,0.37,2026-09-05,816,N,VIIRS,n,2.0NRT,302.05,5.39,D
14.21456,79.22671,348.93,0.4,0.37,2026-09-05,816,N,VIIRS,n,2.0NRT,307.57,9.3,D
14.2971,79.05283,351.03,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,305.22,9.37,D
14.46633,77.33766,338.22,0.39,0.36,2026-09-05,816,N,VIIRS,n,2.0NRT,307.13,5.56,D
14.52509,79.062,341.72,0.39,0.37,2026-09-05,816,N,VIIRS,n,2.0NRT,307.25,4.51,D
